id,pt,y,weight
1,70.23653666639045,-1.3232802806453385,-1.056124491271951
2,12.799334887914798,0.7077963636062641,-7.2792167205534435
3,57.3635638704984,-1.6341821374017398,-1.7378559691729982
4,50.32518709329179,-0.8113633825201674,-1.964143472089739
5,45.10248267566966,-0.16645684111114484,-2.2832249680552046
6,0.7332203443430882,-0.2986297209470345,-11.499286001085077
7,3.1209819393822786,2.370718481935125,-9.837660146262916
8,56.799832219461976,-1.2903529967777843,-1.357245795801054
9,51.17324994958382,-2.252871240155576,-1.633740409590655
10,17.718096254506786,3.3579531925892008,-4.537865582830239
11,18.386003672649295,1.1704273492380513,-6.054327731099347
12,7.048173574076306,-0.06643609598335126,-8.762616458093627
13,23.774292043721193,-0.6631411346528547,-4.252944016502817
14,50.69820780799865,1.3670686190947037,-2.0997508421706925
15,58.273220759717915,-1.043089166790232,-1.5710752340740333
16,54.279803173724076,1.7954648956078474,-1.4591868207897578
17,52.927208451695115,1.930010153362868,-1.8087306481572742
18,11.259326072902173,1.4264305905793355,-6.863041220955412
19,6.18092975922893,-0.8709549730503929,-8.813200799458611
20,12.950910998409368,0.7905457515712484,-7.288667757101872
21,67.83760331327947,0.11376508662821647,-0.968309951906616
22,3.545963998157415,-3.794054756271252,-9.176083978539992
23,71.85098880550686,-0.5917315487707209,-1.0053354983972373
24,23.18223301660646,-1.8300907622238438,-4.429011053249085
25,35.685936311673025,0.2073298355879562,-3.1629125110726384
26,62.85080303517819,0.6197535728152339,-1.183725403949413
27,9.170088301722073,-0.3936139557397078,-7.062091230505677
28,76.24748192590464,-1.808265932638426,-0.6625721411803828
29,93.75812104787771,1.2374264651742397,-0.40304076407236483
30,25.32655292710929,-2.8806994912632855,-3.580514584785931
31,224.56786124856868,-0.4049027041316978,-0.005718794238616499
32,33.03538693020902,0.15289516800437933,-3.023944455012397
33,20.465797478284777,2.1430832002981646,-4.540164736952317
34,7.679016500723858,-3.716531346417338,-8.199655561117755
35,7.299166961697464,1.1176641842054056,-6.337405002884642
36,28.419553113343504,0.0873851944910361,-4.401965258372787
37,16.05999694774213,-1.8438635826960783,-5.649412444839971
38,56.497454305711166,-0.614852430582549,-1.5701675914830768
39,29.6058309315208,3.1917889462503704,-4.0954119045321695
40,36.80147722481995,-2.6879747723012724,-3.4978362565676533
41,48.80150288416359,-0.12272791587367332,-2.2802989725161225
42,82.90157848437434,1.4372647213617242,-0.5854012824972813
43,13.251777427265374,0.7784227098949035,-7.354929258280865
44,128.61413459227975,-0.20984811197738856,-0.1235271836207607
45,23.183601709113166,2.914960255287974,-5.142168616436421
46,21.24501256072226,3.0562300305502275,-4.877660464719669
47,11.283806563258109,0.7188208596038642,-7.469577339626627
48,37.9291560049266,-1.9112488721410577,-2.988128755325818
49,24.227988803081217,1.6710517541964798,-4.5917284398576
50,1.6400681533169756,-0.1571443496562228,-9.917926613865458
51,20.622883528303408,-3.4170867160328218,-4.367583767399368
52,24.626602796941864,1.4486143677724972,-4.504255477121018
53,1.778037550632728,-1.7359705943532506,-8.097114867105288
54,34.37177820857721,2.4666381655503984,-2.627147116322397
55,38.06801381288777,-3.2958284962373585,-3.0674343965191566
56,37.51225206002732,-1.544671984235195,-2.8533502898465617
57,36.543959177672726,4.109433875680619,-2.620871641630946
58,18.050516626216773,-1.5455077062163851,-5.563028983421016
59,33.687237479743224,-0.9443778957320441,-3.7425829493667084
60,87.7122774488198,1.704266194228333,-0.460857554634052
61,23.27060997824687,-0.5451647655043971,-3.6955762196873394
62,28.217075089909915,-1.1839569570906152,-4.235297148390087
63,13.311346132071776,3.01520146540455,-6.708713672681634
64,22.63612654214668,2.8201957947767813,-5.13560537754603
65,39.56539022177672,0.015348031753973014,-2.951316777618984
66,5.9294213552041555,2.034764621389313,-7.160212294719651
67,31.44387934806951,-0.7563887072016433,-2.9297032605139353
68,87.64499265298417,0.0238891624914975,-0.554469675211488
69,89.29547709437631,-1.1668324462634296,-0.5497462842545016
70,4.472737627563568,0.9971887237015841,-8.074906655052251
71,3.0232413929278446,-1.4429011870577195,-10.412271621389607
72,20.77533090629277,1.8563939491999335,-4.371913070658386
73,15.396241522999047,0.6390471109228439,-6.304180426999669
74,12.452746495672724,4.3226452456201905,-7.2678727767536
75,22.261758809461988,2.030916474682418,-5.6793304377902585
76,1.8290255664493404,0.26176166364393927,-8.931137415817345
77,5.536192479136606,1.7930367606717015,-6.667397433927511
78,14.571969333675046,-0.4173875779687478,-4.990026857518955
79,70.66219058498045,-2.7386436970253527,-1.1214555913119735
80,6.265464866942095,-1.1518550172938165,-8.50753950141424
81,6.018966738662306,0.272518795843916,-9.399952109749636
82,73.12282198901227,1.3533209454224169,-0.9087093858292086
83,25.598422486129344,1.8228197564314899,-4.907133638880367
84,5.861912513933149,-1.4804551558576755,-7.069784356392842
85,51.27699317848851,0.41420683320414053,-1.8372612407919808
86,95.12498512040146,0.07993611750584803,-0.4936692779106028
87,49.38380918958407,-0.47044166646488766,-1.8115450339974326
88,5.968779346539391,1.152809412083311,-8.256445001948459
89,69.14681333058209,-2.040095120607097,-1.1961719880272947
90,75.77153684395269,0.03011172917692897,-0.9401119496525904
91,79.18644105304001,-1.4214327608191653,-0.6990670457269628
92,3.711900457494509,-0.4419911050720809,-9.028677668092756
93,12.390282260318571,-0.7375630737205128,-7.457090058921119
94,6.260219229326373,0.8292883331926141,-7.805845073315979
95,13.31003200942766,2.927221067037156,-7.214796333196476
96,72.12792615748884,-1.6914094899895624,-0.9783445359605175
97,54.80212035538433,1.4781043812865353,-1.7146393961530424
98,11.594284220964857,1.0566951371339188,-6.868766853672126
99,25.67611046208706,-1.4716564925434361,-4.327963877303276
100,6.729280203183666,-0.29923123126891493,-7.416361591215285
101,17.821031023377024,1.1558755496284374,-5.358238966542793
102,17.135258548473836,3.413895516448724,-4.705042543434176
103,0.7236833685342352,1.5264201549977212,-10.189856521871791
104,10.954072603007944,1.173578702751295,-8.307815560008141
105,44.18705746228206,0.30349182117305656,-2.3178567665535894
106,1.2757201988096982,-2.304197306039409,-11.296391677565612
107,11.006946315860459,-2.7465726537176374,-7.0473868365028185
108,30.727340577096065,-1.6823864914223812,-3.93431351415186
109,22.925902015863755,1.2187190808494586,-4.076320498725019
110,99.88342349982675,0.372476956629383,-0.2940145357983911
111,52.35674206462613,1.7231391867085395,-1.7628087274918374
112,5.8910366202034705,-1.7514067798998711,-7.792517793938427
113,36.037606565983644,0.5787460132583475,-3.5495962971373585
114,66.8677952460887,-0.3639149588936075,-1.167898062082706
115,2.272869597319963,0.29337909877672264,-9.791067290591371
116,0.4714666343870386,0.9778192285848215,-11.506092380357295
117,6.921281974055371,-1.266749513369025,-6.366811101762569
118,8.248400784189364,-3.163932701414267,-8.549098908439007
119,53.389716867873084,4.402831662763648,-1.9073252672263197
120,13.946126050826999,-0.43288789186391935,-7.130976099065057
121,1.3736789035795014,0.709658116816482,-10.196391413358532
122,64.09808645276111,0.8763857832123729,-1.1441158244096807
123,25.35678155883344,1.3790863569217142,-3.7876270242815315
124,63.27996658231625,-1.5893898566855609,-1.32802208613925
125,9.548978426113027,-0.5700488020463911,-7.022582312112254
